Partner_Encoded,Dependents_Encoded,PhoneService_Encoded,PaperlessBilling_Encoded,TenureCategory_Encoded,ServiceAdoptionLevel_Encoded,OnlineSecurity_Binary,OnlineBackup_Binary,DeviceProtection_Binary,TechSupport_Binary,StreamingTV_Binary,StreamingMovies_Binary,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_StandardScaled,MonthlyCharges_StandardScaled,TotalCharges_StandardScaled,ServiceAdoptionScore_StandardScaled,AvgChargesPerService_StandardScaled,TotalServices_StandardScaled,PaymentReliabilityScore_StandardScaled,ContractReliabilityScore_StandardScaled,OverallReliabilityScore_StandardScaled,Churn
1,0,1,1,1,1,0,0,0,0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.06632741908223598,1.0930738161903437,0.40933643688964005,-0.02051905022830094,1.0103770801955525,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,1,1,1,0,0,0,1,1,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.5851984004382496,1.1512367111961581,-0.23682006571249714,0.5207381436215996,0.4337643008301773,0.8016045779412352,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.2774445836787656,-1.4827115340671475,-0.9968899979007819,-1.103033437928102,-0.7125141159805084,-1.360505196277561,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
1,0,0,0,0,1,0,0,0,1,1,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,-0.9516816739185228,-0.801374763999037,-0.8606527126327633,-0.02051905022830094,-0.6881991192602817,-0.49566128659004244,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
0,0,1,1,2,2,0,0,1,1,1,1,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,1.0436161483629645,1.325725396213601,1.7382014469010885,1.0619953374715,0.12287969990727925,1.2340265327849944,-1.260243143163744,0.3712710329765762,-0.5587281201758802,1
1,0,0,1,0,1,0,0,1,0,1,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-1.2774445836787656,-0.47898614596680894,-0.9835662737586377,0.5207381436215996,-0.7139035443645211,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,1,2,0,0,1,1,1,1,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,-0.46303730927815856,1.3739175092184182,-0.013140325975174054,1.0619953374715,0.17324647882774835,1.2340265327849944,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,1,1,0,1,2,1,1,0,1,1,0,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,-0.46303730927815856,0.4233696251233959,-0.2888575909630243,1.0619953374715,-0.8201948157415119,1.2340265327849944,-0.11407934444186284,0.3712710329765762,0.14851885149894414,1
1,0,1,1,0,1,0,1,0,1,0,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,-1.1145631287986442,0.6859335511496436,-0.8288213650547598,-0.02051905022830094,0.44302715672359694,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,1,1,1,1,2,0,1,1,1,1,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.43281069256250915,1.5284646302338678,1.0624415704599484,1.6032525313214008,-0.09267467577917476,1.6664484876287537,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
0,0,1,1,0,0,0,0,0,0,0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-1.2774445836787656,0.7258166791536301,-0.9675733929588783,-0.5617762440782015,1.3007676124542589,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,1,1,0,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0.43281069256250915,0.8238627021634315,0.695752387653881,-0.02051905022830094,1.4647201617677872,-0.06323933174628321,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
0,0,1,1,0,0,0,0,0,0,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-1.1145631287986442,0.6792863631489789,-0.7963061839529043,-0.5617762440782015,1.2229596229495332,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,1,1,0,0,0,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.9109613101984924,0.6626683931473177,-0.638693586278035,-0.02051905022830094,1.195171055269275,-0.06323933174628321,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
0,0,0,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.1552834925186746,-1.3464441800535252,-0.9634042143779755,-1.103033437928102,-0.14284847853519797,-1.360505196277561,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.2774445836787656,0.15415851109648415,-0.9751617391590399,-1.103033437928102,2.9162096802666517,-0.9280832414338016,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
1,0,1,1,0,1,0,1,0,0,1,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-1.2774445836787656,0.85876043916692,-0.9658086612844221,-0.02051905022830094,0.6838614099525082,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.2367242199587352,-0.6850489739874083,-0.9649042363012633,-1.103033437928102,0.577338567178182,-0.9280832414338016,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,1,1,0,1,0,0,1,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.43281069256250915,1.2044142152014738,0.9303072863350403,0.5207381436215996,0.4972810269564834,0.8016045779412352,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,1,1,1,2,1,0,0,0,0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.6771328748826912,1.0249401391835322,1.1046186574794516,-0.02051905022830094,0.9154328072879998,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,2,2,1,1,1,1,1,1,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,1.5322605130033284,1.4869197052297147,2.318379044024494,2.1445097251713015,-0.13126990866842353,1.6664484876287537,1.0320844542800183,0.3712710329765762,0.8557658231737686,1
0,1,1,1,0,1,1,1,0,1,0,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,-1.2774445836787656,-0.1582593249347472,-0.9793088585940121,0.5207381436215996,-0.7333555417407024,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,1,0,0,0,0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-0.9516816739185228,0.8654076271675846,-0.6485319653631283,-0.02051905022830094,1.5341915809684348,-0.06323933174628321,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
0,1,1,0,0,1,0,0,1,0,1,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,-1.0738427650786138,0.9883806051798778,-0.7519011231944002,0.5207381436215996,0.864487099874192,0.369182623097476,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.0738427650786138,-0.6651074099854147,-0.8862413219123783,-1.103033437928102,0.6329157025386999,-0.9280832414338016,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,1,1,0,1,1,0,0,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5956921474426305,0.6177998741428321,0.7876287304552568,-0.02051905022830094,0.3480828838160447,0.369182623097476,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
1,0,1,1,2,1,0,1,0,0,1,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.7178532386027215,0.7740087921584478,0.921020385898215,-0.02051905022830094,0.5657599973114071,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,1,0,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.7073594915983407,0.31369102311243185,-0.5055225222943841,-1.103033437928102,1.6425669949214452,-0.49566128659004244,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
0,0,1,1,1,1,0,1,0,1,0,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.5851984004382496,0.6875953481498096,-0.3414245357158884,-0.02051905022830094,0.4453428706969517,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.0331224013585834,0.3020584441112687,-0.7802250665694221,-1.103033437928102,1.618251998201218,-0.49566128659004244,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,1,1,1,1,1,0,0,1,0,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.13727439951791576,0.8122301231622688,0.18468609473136585,-0.02051905022830094,0.6190214186985706,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.2774445836787656,-1.491020519067978,-0.9970002936304354,-1.103033437928102,-0.7472498255808322,-1.360505196277561,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
1,0,0,0,0,1,0,0,0,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-1.2367242199587352,-0.6700928009859131,-0.9629409723134308,-0.02051905022830094,-0.41378701341772345,-0.49566128659004244,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,1,2,1,1,1,0,1,0,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,-0.38159658183809786,1.1462513201956595,-0.04117750045309679,1.0619953374715,-0.06469313193446943,1.2340265327849944,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,1,1,0,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.0965540357978854,0.8471278601657574,0.2098335210923667,-0.02051905022830094,1.50362415652015,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,0,0,1,0,0,0,0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-1.2774445836787656,0.8570986421667539,-0.9658307204303528,-0.02051905022830094,1.520297297128305,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,1,0,0,0,0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-1.2367242199587352,0.966777244177718,-0.9304037320656446,-0.02051905022830094,0.8343828182205778,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.0331224013585834,0.1774236690988095,-0.7995047601128561,-1.103033437928102,2.9810496715205876,-0.9280832414338016,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
1,0,1,1,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1.1960038562387048,0.3319707901142591,-0.9045283538889306,-1.103033437928102,1.6807762754818012,-0.49566128659004244,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
1,0,1,1,1,0,0,1,0,0,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.62591876415828,0.3884718881199074,-0.4616248218922861,-0.5617762440782015,1.7988776881229023,-0.49566128659004244,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,0,1,0,1,0,0,1,0,0,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-1.2774445836787656,-0.8346107040023594,-0.988286930987808,-0.02051905022830094,-0.7576705384609291,-0.49566128659004244,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,2,0,1,1,0,1,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,-1.1960038562387048,1.3373579752147637,-0.8758735233249481,1.0619953374715,0.13503719826739238,1.2340265327849944,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-1.2774445836787656,0.37019212111808014,-0.9722940501880486,-0.5617762440782015,1.7606684075625463,-0.49566128659004244,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,0,0,1,1,0,0,0,0,1,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.748079855318371,-0.6119299059800988,-0.711201998952254,-0.02051905022830094,-0.29221202981659017,-0.49566128659004244,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,1,1,1,1,1,1,0,0,0,1,1,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,-0.015113308357824713,1.156222102196656,0.4080570064256593,0.5207381436215996,0.43971899390451824,0.8016045779412352,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
0,0,1,1,1,2,0,1,1,0,1,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,-0.3408762181180675,1.2692242982079527,0.0957215591928427,1.0619953374715,0.0638289935867287,1.2340265327849944,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
1,0,1,0,2,2,1,0,1,0,1,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1.3286586944031769,1.3456669602155942,1.9882639251715315,1.0619953374715,0.14372112566747333,1.2340265327849944,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
0,0,1,1,0,0,0,0,0,0,1,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-1.2367242199587352,0.6942425361504742,-0.9257051339824051,-0.5617762440782015,1.2479693338617674,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,0,0,0,1,0,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-1.1145631287986442,-0.8395960950028577,-0.9128005336129441,-0.02051905022830094,-0.7680912513410262,-0.49566128659004244,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,1,0,0,1,0,1,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-1.1145631287986442,1.1877962451998125,-0.7790118135432335,0.5207381436215996,0.4774320500420127,0.8016045779412352,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,0,1,2,1,1,1,1,1,1,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.6364125111626608,1.7511454282561285,1.3937699423390995,2.1445097251713015,-0.248445035720182,2.098870442472513,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,1,0,0,1,0,0,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-1.2367242199587352,0.7906267621601091,-0.9266977955492867,-0.02051905022830094,0.5889171370449564,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,2,2,0,1,1,0,1,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.880734693482843,1.3140928172124378,1.322849788171891,1.0619953374715,0.11072220154716562,1.2340265327849944,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,0,1,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1552834925186746,-1.3148700370503688,-0.960558584552915,-1.103033437928102,-0.010852782053967655,-1.360505196277561,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
1,1,1,1,2,2,0,1,1,0,1,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0.7178532386027215,1.2991366442109427,1.2080319336025847,1.0619953374715,0.09509113222701981,1.2340265327849944,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
0,1,1,1,0,0,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.2774445836787656,0.31867641411292996,-0.9729778837119004,-1.103033437928102,1.6529877078015416,-0.49566128659004244,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,1,0,0,2,2,1,1,1,0,1,1,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.758573602322752,-0.18152448293707302,0.32423225188898985,1.6032525313214008,-1.1581236477103762,0.8016045779412352,-1.260243143163744,0.3712710329765762,-0.5587281201758802,1
0,0,1,1,0,1,0,0,1,0,1,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,-1.1960038562387048,1.222693982203301,-0.8741529099423534,0.5207381436215996,0.5191149015624009,0.8016045779412352,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
0,1,1,0,0,1,0,1,1,0,0,0,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,-1.1552834925186746,0.641065032145158,-0.8586232712071388,-0.02051905022830094,0.3805028794430137,0.369182623097476,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
1,0,1,1,1,1,0,0,1,0,1,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-0.3408762181180675,1.2060760122016398,0.04944147103022905,0.5207381436215996,0.49926592464793024,0.8016045779412352,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,0,0,0,1,0,0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.1145631287986442,0.5496661971360212,-0.8221153846918262,-0.5617762440782015,1.0062087950435126,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.2774445836787656,0.14751132309581955,-0.9752499757427628,-1.103033437928102,2.8976839684798112,-0.9280832414338016,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,1,0,0,0,0,0,0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.4223169455581282,0.6759627691486464,-0.17913539910371015,-0.5617762440782015,1.2174019094134816,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,0,1,0,1,0,0,1,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.8295205827584317,1.2160467942026365,-0.46817638823370483,0.5207381436215996,0.5111753107966126,0.8016045779412352,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,1,0,0,0,0,0,0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.2594354906780068,0.6377414381448259,-0.011265298571064342,-0.5617762440782015,1.1534882037488856,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,1,0,0,0,0,1,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-1.2774445836787656,0.9717626351782166,-0.9643086393611343,-0.02051905022830094,0.8413299601406427,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,1,0,0,1,0,0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.21871512695797646,0.5546515881365197,-0.06956762126591085,-0.5617762440782015,1.0145453653475907,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,1,1,0,1,1,0,0,0,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5956921474426305,0.6792863631489789,0.745429584289823,-0.02051905022830094,0.4337643008301773,0.369182623097476,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
1,1,1,0,1,1,0,0,0,0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.7888002190384014,0.7839795741594444,-0.4663013608295951,-0.02051905022830094,1.398027599335165,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,0,1,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.7073594915983407,-0.3244390249513595,-0.6717602460281581,-0.5617762440782015,-0.4554698649381121,-0.06323933174628321,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
0,0,1,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.2774445836787656,0.15249671409631763,-0.9751837983049707,-1.103033437928102,2.91157825231994,-0.9280832414338016,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.2774445836787656,0.1724382780983114,-0.9749190885538024,-1.103033437928102,2.967155387680459,-0.9280832414338016,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,1,1,2,1,0,1,1,0,1,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,1.125056875803025,1.0299255301840309,1.5278895495977707,0.5207381436215996,0.28886676935454064,0.8016045779412352,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.2774445836787656,0.32200000811326246,-0.9729337654200391,-1.103033437928102,1.659934849721607,-0.49566128659004244,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,1
0,0,1,1,0,1,0,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.9109613101984924,0.8222009051632655,-0.6249948566550688,-0.02051905022830094,1.461941304999761,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,1,1,0,0,1,0,1,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.18848851024232702,1.2077378092018058,0.6460310727260777,0.5207381436215996,0.501250822339377,0.8016045779412352,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,0,0,1,0,1,0,1,0,0,1,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,-1.1552834925186746,-0.5388108379727895,-0.9171020670694311,0.5207381436215996,-0.8139423880134539,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1.2367242199587352,0.28211688010927544,-0.9479628122264837,-1.103033437928102,1.5765691466808298,-0.49566128659004244,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
0,0,1,1,1,0,0,1,0,0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.748079855318371,0.47156173812821356,-0.5196624348359644,-0.5617762440782015,0.8756025269462959,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
1,1,1,1,0,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.9924020376385531,0.5214156481331973,-0.7483716598454877,-0.5617762440782015,2.0767633649254926,-0.49566128659004244,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
1,1,1,0,1,1,0,0,1,0,1,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,-0.62591876415828,0.7806559801591124,-0.36136600363724336,-0.02051905022830094,0.5750228532048273,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,0,1,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.2367242199587352,-1.3198554280508674,-0.9809191762469534,-1.103033437928102,-0.03169420781416173,-1.360505196277561,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,1,1,0,1,0,0,1,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.3408762181180675,0.8570986421667539,0.0012422371716441262,-0.02051905022830094,0.6815456959791534,0.369182623097476,1.0320844542800183,-0.828206896039032,0.14851885149894414,1
1,0,1,1,0,0,0,1,0,0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.1145631287986442,0.464914550127549,-0.8239683529500051,-0.5617762440782015,0.864487099874192,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,1,0,0,1,0,0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.3408762181180675,0.5147684601325326,-0.18451783071080158,-0.5617762440782015,0.9478528029149693,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,0,0,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-1.0331224013585834,0.4732235351283796,-0.7750632264216377,-0.5617762440782015,1.9760298070845534,-0.49566128659004244,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
0,0,1,1,0,1,0,0,1,0,1,0,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,-1.2774445836787656,0.7989357471609396,-0.9666027905379273,-0.02051905022830094,0.6004957069117309,0.369182623097476,-1.260243143163744,-0.828206896039032,-1.2659750918507047,1
